# From MPO110568
135 Hertha,e,2.3048,343.8404,340.0689,2.429469,0.2602777,0.20576144,224.5537,07/23.0/2010,2000,H 8.23,0.15
# From MPO 12096
139 Juewa,e,10.9082,1.8728,166.1140,2.781532,0.2124604,0.17468864,312.2978,07/23.0/2010,2000,H 7.78,0.15
# From MPC 31001
192 Nausikaa,e,6.8161,343.3006,30.1664,2.402813,0.2646209,0.24618699,231.9147,07/23.0/2010,2000,H 7.13,0.03
# From MPO135420
194 Prokne,e,18.4873,159.4697,163.0669,2.618219,0.2326458,0.23565052,250.1248,07/23.0/2010,2000,H 7.68,0.15
# From MPO133258
196 Philomela,e,7.2587,72.5464,200.2859,3.114572,0.1793108,0.02082464,237.2743,07/23.0/2010,2000,H 6.54,0.15
# From MPO133258
198 Ampella,e,9.3105,268.4996,88.7594,2.458046,0.2557521,0.22857931,288.2986,07/23.0/2010,2000,H 8.33,0.15
# From MPO 77281
202 Chryseis,e,8.8535,136.8726,1.0809,3.070466,0.1831883,0.10032486,328.5256,07/23.0/2010,2000,H 7.42,0.15
# From MPC 31001
230 Athamantis,e,9.4392,239.9400,140.1778,2.381816,0.2681278,0.06160496,245.3811,07/23.0/2010,2000,H 7.35,0.27
# From MPO 35428
270 Anahita,e,2.3657,254.5245,80.4717,2.198288,0.3023967,0.15033256,273.9003,07/23.0/2010,2000,H 8.75,0.15
# From MPC 31001
349 Dembowska,e,8.2580,32.4763,347.6010,2.923798,0.1971438,0.08902759,231.7619,07/23.0/2010,2000,H 5.93,0.37
# From MPC 31001
354 Eleonora,e,18.3930,140.4069,6.5296,2.799237,0.2104479,0.11455821,19.4891,07/23.0/2010,2000,H 6.44,0.37
# From MPO 87238
405 Thia,e,11.9484,255.2933,308.9809,2.584279,0.2372439,0.24452402,325.6137,07/23.0/2010,2000,H 8.46,0.15
# From MPO135421
444 Gyptis,e,10.2823,195.8097,155.4636,2.770863,0.2136887,0.17371266,261.0472,07/23.0/2010,2000,H 7.83,0.22
# From MPO 41498
451 Patientia,e,15.2220,89.3827,339.6294,3.058974,0.1842215,0.07750001,231.8317,07/23.0/2010,2000,H 6.65,0.19
# From MPC 31002
532 Herculina,e,16.3117,107.5931,76.5062,2.771655,0.2135970,0.17797712,20.8001,07/23.0/2010,2000,H 5.81,0.26
# From MPC 31002
704 Interamnia,e,17.2917,280.3577,95.8574,3.060573,0.1840772,0.15106839,230.2472,07/23.0/2010,2000,H 5.94,-0.02
# From MPO 38158
747 Winchester,e,18.1709,130.1398,275.2307,2.998261,0.1898454,0.34109924,2.1111,07/23.0/2010,2000,H 7.69,0.15
